Airline,Origin,Dest,DepHour,flight_count
OO,DTW,PHL,12,19
OO,DTW,PHL,13,18
OO,DTW,PHL,15,18
OO,DTW,PHL,21,28
OO,DTW,PIT,8,199
OO,DTW,PIT,10,13
OO,DTW,PIT,12,193
OO,DTW,PIT,16,70
OO,DTW,PIT,21,35
OO,DTW,PLN,8,135
OO,DTW,PLN,10,19
OO,DTW,PLN,12,196
OO,DTW,PLN,13,16
OO,DTW,PLN,14,20
OO,DTW,PLN,15,31
OO,DTW,PLN,16,195
OO,DTW,PLN,17,97
OO,DTW,PLN,19,30
OO,DTW,PLN,21,83
OO,DTW,PVD,10,62
OO,DTW,PVD,14,46
OO,DTW,PVD,20,15
OO,DTW,PVD,21,70
OO,DTW,PWM,8,13
OO,DTW,PWM,10,88
OO,DTW,PWM,14,79
OO,DTW,PWM,21,112
OO,DTW,RIC,10,236
OO,DTW,RIC,15,172
OO,DTW,RIC,21,83
OO,DTW,ROC,7,191
OO,DTW,ROC,8,26
OO,DTW,ROC,10,24
OO,DTW,ROC,15,24
OO,DTW,ROC,16,17
OO,DTW,ROC,21,101
OO,DTW,SBN,16,29
OO,DTW,SBN,19,47
OO,DTW,SBN,20,228
OO,DTW,SBN,21,60
OO,DTW,SDF,8,225
OO,DTW,SDF,10,68
OO,DTW,SDF,12,59
OO,DTW,SDF,15,37
OO,DTW,SDF,16,116
OO,DTW,SDF,21,58
OO,DTW,STL,8,13
OO,DTW,SYR,7,197
OO,DTW,SYR,10,94
OO,DTW,SYR,11,75
OO,DTW,SYR,15,188
OO,DTW,TVC,10,190
OO,DTW,TVC,11,30
OO,DTW,TVC,12,86
OO,DTW,TVC,15,19
OO,DTW,TVC,16,217
OO,DTW,TVC,17,58
OO,DVL,DEN,13,28
OO,DVL,DEN,18,352
OO,DVL,JMS,11,78
OO,DVL,JMS,12,186
OO,EAR,DEN,6,58
OO,EAR,DEN,15,22
OO,EAR,DEN,18,22
OO,EAU,ORD,5,16
OO,EAU,ORD,12,13
OO,ECP,DEN,15,30
OO,ECP,IAH,6,11
OO,ECP,ORD,14,242
OO,EGE,DEN,7,358
OO,EGE,DEN,11,269
OO,EGE,DEN,13,360
OO,EGE,DEN,15,362
OO,EGE,DEN,17,39
OO,EGE,LAX,12,32
OO,EGE,LAX,13,24
OO,EGE,LAX,17,84
OO,EGE,PHX,11,11
OO,EGE,PHX,13,15
OO,EGE,PHX,15,39
OO,EGE,PHX,16,10
OO,EGE,SFO,15,98
OO,EKO,SLC,6,363
OO,ELM,DTW,6,365
OO,ELM,DTW,14,58
OO,ELM,DTW,15,192
OO,ELM,DTW,18,92
OO,ELP,DEN,6,152
OO,ELP,DEN,14,121
OO,ELP,DFW,15,12
OO,ELP,IAH,14,184
OO,ELP,IAH,17,108
OO,ELP,LAX,6,11
OO,ELP,LAX,7,222
OO,ELP,LAX,8,30
OO,ELP,LAX,11,161
OO,ELP,LAX,12,148
OO,ELP,LAX,17,131
OO,ELP,LAX,18,102
OO,ELP,LAX,19,86
OO,ELP,LAX,20,29
OO,ELP,ORD,12,224
OO,ELP,ORD,13,15
OO,ELP,PHX,6,44
OO,ELP,PHX,8,36
OO,ELP,PHX,9,32
OO,ELP,PHX,12,97
OO,ELP,PHX,15,224
OO,ELP,PHX,18,80
OO,ESC,DTW,6,30
OO,ESC,DTW,11,54
OO,ESC,DTW,12,27
OO,ESC,DTW,15,51
OO,ESC,DTW,17,27
OO,ESC,DTW,18,92
OO,ESC,MSP,11,218
OO,ESC,MSP,12,34
OO,ESC,MSP,14,81
OO,ESC,MSP,15,23
OO,EUG,LAX,7,87
OO,EUG,LAX,16,76
OO,EUG,LAX,17,44
OO,EUG,LAX,18,78
OO,EUG,PHX,6,30
OO,EUG,PHX,7,121
OO,EUG,SAN,11,143
OO,EUG,SAN,12,57
OO,EUG,SEA,5,341
OO,EUG,SEA,6,20
OO,EUG,SEA,10,43
OO,EUG,SEA,11,320
OO,EUG,SEA,15,41
OO,EUG,SEA,17,263
OO,EUG,SFO,6,17
OO,EUG,SFO,18,11
OO,EUG,SFO,19,85
OO,EUG,SLC,5,143
OO,EUG,SLC,6,215
OO,EUG,SLC,12,174
OO,EUG,SLC,13,188
OO,EVV,ATL,6,107
OO,EVV,ATL,11,81
OO,EVV,ATL,15,19
OO,EVV,ATL,16,55
OO,EVV,DFW,6,32
OO,EVV,DFW,10,28
OO,EVV,DFW,11,33
OO,EVV,DFW,17,60
OO,FAR,DEN,5,48
OO,FAR,DEN,6,25
OO,FAR,DEN,8,87
OO,FAR,DEN,9,140
OO,FAR,DEN,11,358
OO,FAR,DEN,16,30
OO,FAR,DEN,17,326
OO,FAR,MSP,10,135
OO,FAR,MSP,11,141
OO,FAR,MSP,12,43
OO,FAR,MSP,13,190
OO,FAR,MSP,16,52
OO,FAR,MSP,17,200
OO,FAR,ORD,7,357
OO,FAR,ORD,10,171
OO,FAR,ORD,13,52
OO,FAR,ORD,14,305
OO,FAR,ORD,17,15
OO,FAR,ORD,18,130
OO,FAT,DEN,5,136
OO,FAT,DEN,8,66
OO,FAT,DEN,9,297
OO,FAT,DEN,12,212
OO,FAT,DEN,13,137
OO,FAT,LAX,6,358
OO,FAT,LAX,10,146
OO,FAT,LAX,14,53
OO,FAT,LAX,17,30
OO,FAT,LAX,18,178
OO,FAT,ORD,23,38
OO,FAT,PDX,7,255
OO,FAT,PDX,8,91
OO,FAT,PDX,12,44
OO,FAT,PDX,13,74
OO,FAT,PDX,14,22
OO,FAT,PDX,15,41
OO,FAT,PHX,6,323
OO,FAT,PHX,7,37
OO,FAT,PHX,9,255
OO,FAT,PHX,10,30
OO,FAT,PHX,12,36
OO,FAT,PHX,16,45
OO,FAT,PHX,18,32
OO,FAT,PHX,19,89
OO,FAT,SAN,6,289
OO,FAT,SAN,7,45
OO,FAT,SAN,10,62
OO,FAT,SAN,11,27
OO,FAT,SAN,12,200
OO,FAT,SAN,14,43
OO,FAT,SAN,16,49
OO,FAT,SAN,17,47
OO,FAT,SAN,18,100
OO,FAT,SAN,19,100
OO,FAT,SEA,6,63
OO,FAT,SEA,7,157
OO,FAT,SEA,8,136
OO,FAT,SEA,10,24
OO,FAT,SEA,16,51
OO,FAT,SEA,17,58
OO,FAT,SEA,18,11
OO,FAT,SFO,6,228
OO,FAT,SFO,7,133
OO,FAT,SFO,11,70
OO,FAT,SFO,12,51
OO,FAT,SFO,13,97
OO,FAT,SFO,14,140
OO,FAT,SFO,18,267
OO,FAT,SFO,20,36
OO,FAT,SLC,6,366
OO,FAT,SLC,12,364
OO,FAT,SLC,17,306
OO,FAT,SLC,18,13
OO,FAY,ATL,6,23
OO,FAY,ATL,10,17
OO,FAY,ATL,15,51
OO,FAY,ATL,16,75
OO,FAY,ATL,18,16
OO,FCA,DEN,10,154
OO,FCA,DEN,16,45
OO,FCA,DEN,17,114
OO,FCA,LAX,13,103
OO,FCA,ORD,12,29
OO,FCA,SAN,13,38
OO,FCA,SFO,8,14
OO,FCA,SFO,13,21
OO,FCA,SFO,16,126
OO,FCA,SLC,11,111
OO,FCA,SLC,12,251
OO,FCA,SLC,13,95
OO,FCA,SLC,17,89
OO,FCA,SLC,18,232
OO,FLG,DFW,5,27
OO,FLG,DFW,6,89
OO,FLG,DFW,7,119
OO,FLG,DFW,11,27
OO,FLG,DFW,12,68
OO,FLG,DFW,13,77
OO,FLG,DFW,14,42
OO,FLG,PHX,5,87
OO,FLG,PHX,6,91
OO,FLG,PHX,7,31
OO,FLG,PHX,8,150
OO,FLG,PHX,10,196
OO,FLG,PHX,11,219
OO,FLG,PHX,12,164
OO,FLG,PHX,13,17
OO,FLG,PHX,14,71
OO,FLG,PHX,16,33
OO,FLG,PHX,17,46
OO,FLG,PHX,18,187
OO,FLG,PHX,19,51
OO,FLG,PHX,20,24
OO,FNT,ORD,7,351
OO,FNT,ORD,14,111
OO,FNT,ORD,16,336
OO,FNT,ORD,17,11
OO,FOD,MCW,17,145
OO,FOD,MCW,18,22
OO,FOD,ORD,10,86
OO,FOD,ORD,11,88
OO,FOD,ORD,12,173
OO,FOD,ORD,18,96
OO,FSD,DEN,5,21
OO,FSD,DEN,6,267
OO,FSD,DEN,13,308
OO,FSD,DEN,14,53
OO,FSD,DEN,17,358
OO,FSD,DFW,17,50
OO,FSD,MSP,5,65
OO,FSD,MSP,10,119
OO,FSD,MSP,11,116
OO,FSD,MSP,13,142
OO,FSD,MSP,16,167
OO,FSD,MSP,17,134
OO,FSD,MSP,19,136
OO,FSD,ORD,8,30
OO,FSD,ORD,11,276
OO,FSD,ORD,15,46
OO,FSD,ORD,18,54
OO,FSD,PHX,14,180
OO,FSM,DFW,10,124
OO,FSM,DFW,18,19
OO,FSM,DFW,20,18
OO,FWA,ATL,6,304
OO,FWA,ATL,11,192
OO,FWA,ATL,12,51
OO,FWA,ATL,14,51
OO,FWA,ATL,16,81
OO,FWA,ATL,17,101
OO,FWA,ATL,18,63
OO,FWA,DFW,5,28
OO,FWA,DFW,12,33
OO,FWA,DFW,16,28
OO,FWA,DTW,8,193
OO,FWA,MSP,8,85
OO,FWA,MSP,9,215
OO,FWA,ORD,7,353
OO,FWA,ORD,9,30
OO,FWA,ORD,11,125
OO,FWA,ORD,13,132
OO,FWA,ORD,14,83
OO,FWA,ORD,16,340
OO,FWA,ORD,18,78
OO,GCC,DEN,5,360
OO,GCC,DEN,14,355
OO,GCK,DFW,5,102
OO,GCK,DFW,14,32
OO,GCK,DFW,15,43
OO,GCK,DFW,16,28
OO,GEG,BOI,6,72
OO,GEG,BOI,7,94
OO,GEG,BOI,9,10
OO,GEG,BOI,10,168
OO,GEG,BOI,11,90
OO,GEG,BOI,13,149
OO,GEG,BOI,14,63
OO,GEG,BOI,17,68
OO,GEG,BOI,18,140
OO,GEG,DEN,16,150
OO,GEG,LAX,7,77
OO,GEG,LAX,12,31
OO,GEG,LAX,13,152
OO,GEG,LAX,14,163
OO,GEG,ORD,6,14
OO,GEG,ORD,23,110
OO,GEG,PDX,6,30
OO,GEG,PDX,10,80
OO,GEG,PDX,14,182
OO,GEG,PDX,18,21
OO,GEG,PDX,19,24
OO,GEG,SAN,7,55
OO,GEG,SEA,5,192
OO,GEG,SEA,6,222
OO,GEG,SEA,7,345
OO,GEG,SEA,8,150
OO,GEG,SEA,9,205
OO,GEG,SEA,10,196
OO,GEG,SEA,11,173
OO,GEG,SEA,12,60
OO,GEG,SEA,13,352
OO,GEG,SEA,14,131
OO,GEG,SEA,15,456
OO,GEG,SEA,16,91
OO,GEG,SEA,17,208
OO,GEG,SEA,18,30
OO,GEG,SEA,19,336
OO,GEG,SEA,20,40
OO,GEG,SFO,5,52
OO,GEG,SFO,6,149
OO,GEG,SFO,7,73
OO,GEG,SFO,14,44
OO,GEG,SFO,15,124
OO,GEG,SFO,16,53
OO,GEG,SFO,19,25
OO,GEG,SLC,10,21
OO,GEG,SLC,13,15
OO,GEG,SLC,17,149
OO,GEG,SLC,19,77
OO,GFK,MSP,5,344
OO,GFK,MSP,12,345
OO,GFK,MSP,16,26
OO,GFK,MSP,17,278
OO,GGG,DFW,5,34
OO,GGG,DFW,6,210
OO,GGG,DFW,14,245
OO,GJT,DEN,5,93
OO,GJT,DEN,11,300
OO,GJT,DEN,15,308
OO,GJT,DEN,17,154
OO,GJT,DEN,18,140
OO,GJT,DFW,5,159
OO,GJT,DFW,6,57
OO,GJT,DFW,10,62
OO,GJT,DFW,12,159
OO,GJT,DFW,16,114
OO,GJT,PHX,5,57
OO,GJT,PHX,6,121
OO,GJT,PHX,8,176
OO,GJT,PHX,11,184
OO,GJT,PHX,12,86
OO,GJT,PHX,15,107
OO,GJT,PHX,18,231
OO,GJT,PHX,19,21
OO,GJT,SLC,5,28
OO,GJT,SLC,13,21
OO,GPT,DFW,5,75
OO,GPT,DFW,10,40
OO,GPT,DFW,11,122
OO,GPT,DFW,19,71
OO,GPT,IAH,7,21
OO,GRB,DTW,6,41
OO,GRB,DTW,7,313
OO,GRB,DTW,11,187
OO,GRB,DTW,12,155
OO,GRB,DTW,13,34
OO,GRB,DTW,14,12
OO,GRB,DTW,17,224
OO,GRB,MSP,6,332
OO,GRB,MSP,11,100
OO,GRB,MSP,12,162
OO,GRB,MSP,16,345
OO,GRB,ORD,6,254
OO,GRB,ORD,8,133
OO,GRB,ORD,10,280
OO,GRB,ORD,12,21
OO,GRB,ORD,13,65
OO,GRB,ORD,15,232
OO,GRB,ORD,17,122
OO,GRI,DFW,5,30
OO,GRI,DFW,6,132
OO,GRI,DFW,7,195
OO,GRI,DFW,15,313
OO,GRI,DFW,16,42
OO,GRK,DFW,6,32
OO,GRK,DFW,10,142
OO,GRK,DFW,16,73
OO,GRK,DFW,17,13
OO,GRK,DFW,18,209
OO,GRR,DTW,10,258
OO,GRR,DTW,14,273
OO,GRR,DTW,17,137
OO,GRR,DTW,18,40
OO,GRR,DTW,19,123
OO,GRR,IAH,6,95
OO,GRR,IAH,8,48
OO,GRR,IAH,16,38
OO,GRR,IAH,17,83
OO,GRR,LGA,14,12
OO,GRR,MSP,11,52
OO,GRR,MSP,12,68
OO,GRR,MSP,15,104
OO,GRR,MSP,16,88
OO,GRR,MSP,18,75
OO,GRR,ORD,9,25
OO,GRR,ORD,11,130
OO,GRR,ORD,13,131
OO,GRR,ORD,15,13
OO,GRR,ORD,16,95
OO,GRR,ORD,18,174
OO,GSO,DEN,8,365
OO,GSO,ORD,6,299
OO,GSO,ORD,17,341
OO,GSP,DEN,16,356
OO,GSP,DTW,7,13
OO,GSP,DTW,12,63
OO,GSP,DTW,15,33
OO,GSP,DTW,18,46
OO,GSP,IAH,17,30
OO,GSP,ORD,6,175
OO,GSP,ORD,10,112
OO,GSP,ORD,17,127
OO,GTF,DEN,6,220
OO,GTF,DEN,14,245
OO,GTF,MSP,5,212
OO,GTF,MSP,6,153
OO,GTF,ORD,12,13
OO,GTF,SEA,15,129
OO,GTF,SLC,5,365
OO,GTF,SLC,11,137
OO,GTF,SLC,12,223
OO,GTF,SLC,18,292
OO,GUC,DEN,7,318
OO,GUC,DEN,13,361
OO,GUC,DEN,15,31
OO,HDN,DEN,7,243
OO,HDN,DEN,13,244
OO,HDN,DEN,15,207
OO,HDN,IAH,7,25
OO,HDN,IAH,13,37
OO,HDN,LAX,16,70
OO,HDN,SAN,15,30
OO,HDN,SFO,14,13
OO,HIB,MSP,10,296
OO,HIB,MSP,11,27
OO,HIB,MSP,14,23
OO,HIB,MSP,16,14
OO,HIB,MSP,17,55
OO,HIB,MSP,18,140
OO,HIB,MSP,19,67
OO,HLN,DEN,6,361
OO,HLN,DEN,14,359
OO,HLN,SEA,15,45
OO,HLN,SEA,16,47
OO,HLN,SLC,5,207
OO,HLN,SLC,6,157
OO,HLN,SLC,13,360
OO,HOB,DEN,7,219
OO,HOB,IAH,8,218
OO,HOU,DFW,5,29
OO,HOU,DFW,6,32
OO,HOU,DFW,9,36
OO,HOU,DFW,10,10
OO,HOU,DFW,12,29
OO,HOU,DFW,14,82
OO,HOU,DFW,16,17
OO,HOU,DFW,18,99
OO,HOU,DFW,20,32
OO,HPN,ATL,15,27
OO,HPN,ATL,16,112
OO,HPN,ATL,18,74
OO,HPN,DTW,5,78
OO,HPN,DTW,9,86
OO,HPN,DTW,12,348
OO,HPN,DTW,17,295
OO,HRL,AUS,13,83
OO,HRL,DFW,12,31
OO,HRL,DFW,19,25
OO,HRL,IAH,5,48
OO,HRL,IAH,7,35
OO,HSV,DEN,8,361
OO,HSV,DEN,15,309
OO,HSV,DEN,16,35
OO,HSV,DFW,5,33
OO,HSV,DFW,6,30
OO,HSV,DFW,7,32
OO,HSV,DFW,9,27
OO,HSV,DFW,10,28
OO,HSV,DFW,12,33
OO,HSV,DFW,15,33
OO,HSV,DFW,17,56
OO,HSV,DTW,13,120
OO,HSV,DTW,14,11
OO,HSV,ORD,7,238
OO,HSV,ORD,13,51
OO,HSV,ORD,14,292
OO,HYS,DEN,6,272
OO,HYS,DEN,12,112
OO,HYS,DEN,15,52
OO,HYS,DEN,19,73
OO,HYS,SLN,14,95
OO,HYS,SLN,15,52
OO,IAD,DTW,6,210
OO,IAD,DTW,9,41
OO,IAD,DTW,10,125
OO,IAD,DTW,12,19
OO,IAD,DTW,13,255
OO,IAD,DTW,17,146
OO,IAD,DTW,18,141
OO,IAD,JFK,11,53
OO,IAD,JFK,12,106
OO,IAD,JFK,13,32
OO,IAD,JFK,16,93
OO,IAD,JFK,17,211
OO,IAD,JST,12,353
OO,IAD,MGW,9,18
OO,IAD,MSP,6,365
OO,IAD,MSP,11,73
OO,IAD,MSP,12,128
OO,IAD,MSP,15,36
OO,IAD,MSP,17,37
OO,IAD,MSP,18,219
OO,IAH,ABQ,7,19
OO,IAH,ABQ,11,23
OO,IAH,ABQ,12,30
OO,IAH,ABQ,14,58
OO,IAH,AMA,9,54
OO,IAH,AMA,12,46
OO,IAH,AMA,19,23
OO,IAH,ASE,9,18
OO,IAH,ASE,10,74
OO,IAH,ASE,11,152
OO,IAH,ASE,12,144
OO,IAH,ASE,16,97
OO,IAH,ASE,18,106
OO,IAH,ATL,7,60
OO,IAH,ATL,12,37
OO,IAH,ATL,20,11
OO,IAH,AUS,12,81
OO,IAH,BHM,14,65
OO,IAH,BHM,16,113
OO,IAH,BHM,18,30
OO,IAH,BHM,19,49
OO,IAH,BNA,9,43
OO,IAH,BNA,10,35
OO,IAH,BNA,14,54
OO,IAH,BNA,16,112
OO,IAH,BNA,18,275
OO,IAH,BRO,9,17
OO,IAH,BRO,14,142
OO,IAH,BRO,18,22
OO,IAH,BRO,19,30
OO,IAH,BRO,20,88
OO,IAH,BTR,12,76
OO,IAH,BTR,18,38
OO,IAH,BTR,19,34
OO,IAH,CHS,13,25
OO,IAH,CLE,12,18
OO,IAH,COS,9,198
OO,IAH,COS,19,123
OO,IAH,COS,20,103
OO,IAH,CRP,10,36
OO,IAH,CRP,12,27
OO,IAH,CRP,16,119
OO,IAH,CRP,20,15
OO,IAH,DCA,9,69
OO,IAH,DFW,9,30
OO,IAH,DSM,11,68
OO,IAH,DSM,18,23
OO,IAH,DSM,20,29
OO,IAH,ECP,19,11
OO,IAH,ELP,12,185
OO,IAH,ELP,14,112
OO,IAH,GPT,18,21
OO,IAH,GRR,11,38
OO,IAH,GRR,12,85
OO,IAH,GRR,18,124
OO,IAH,GRR,19,21
OO,IAH,GSP,12,31
OO,IAH,HDN,9,23
OO,IAH,HDN,10,13
OO,IAH,HDN,18,25
OO,IAH,HOB,19,215
OO,IAH,HRL,18,32
OO,IAH,HRL,21,42
OO,IAH,ICT,9,189
OO,IAH,ICT,10,138
OO,IAH,ICT,12,34
OO,IAH,ICT,14,95
OO,IAH,ICT,16,35
OO,IAH,ICT,20,66
OO,IAH,ICT,21,42
OO,IAH,IND,7,71
OO,IAH,IND,14,38
OO,IAH,JAX,12,19
OO,IAH,LAX,16,42
OO,IAH,LAX,19,275
OO,IAH,LAX,20,40
OO,IAH,LBB,9,16
OO,IAH,LBB,14,39
OO,IAH,LBB,20,29
OO,IAH,LFT,9,30
OO,IAH,LFT,10,15
OO,IAH,LFT,14,101
OO,IAH,LFT,18,27
OO,IAH,LFT,20,28
OO,IAH,LGA,7,78
OO,IAH,LGA,9,238
OO,IAH,LGA,11,36
OO,IAH,LGA,12,144
OO,IAH,LGA,14,27
OO,IAH,LIT,12,32
OO,IAH,LIT,14,205
OO,IAH,LIT,18,157
OO,IAH,MAF,7,95
OO,IAH,MAF,9,29
OO,IAH,MAF,11,61
OO,IAH,MAF,12,129
OO,IAH,MAF,14,47
OO,IAH,MAF,16,50
OO,IAH,MAF,19,67
OO,IAH,MAF,20,31
OO,IAH,MAF,21,88
OO,IAH,MCI,12,54
OO,IAH,MCI,14,16
OO,IAH,MEI,11,88
OO,IAH,MEI,18,349
OO,IAH,MEM,12,22
OO,IAH,MEM,16,74
OO,IAH,MFE,7,20
OO,IAH,MFE,11,16
OO,IAH,MFE,14,50
OO,IAH,MFE,16,34
OO,IAH,MFE,19,32
OO,IAH,MFE,21,29
OO,IAH,MFE,22,68
OO,IAH,MKE,11,12
OO,IAH,MKE,12,52
OO,IAH,MKE,19,194
OO,IAH,MOB,9,14
OO,IAH,MOB,14,14
OO,IAH,MOB,20,11
OO,IAH,MSP,9,69
OO,IAH,MSP,10,22
OO,IAH,MSY,16,19
OO,IAH,MSY,21,72
OO,IAH,MTJ,9,88
OO,IAH,MTJ,12,98
OO,IAH,OKC,7,125
OO,IAH,OKC,9,23
OO,IAH,OKC,16,122
OO,IAH,OKC,18,12
OO,IAH,OKC,19,251
OO,IAH,OKC,21,172
OO,IAH,OMA,11,54
OO,IAH,PHX,5,37
OO,IAH,PHX,6,30
OO,IAH,PHX,8,192
OO,IAH,PHX,14,27
OO,IAH,PHX,18,47
OO,IAH,PIB,8,173
OO,IAH,PIB,9,161
OO,IAH,PIB,12,10
OO,IAH,PIB,14,61
OO,IAH,PIB,15,103
OO,IAH,PIB,16,103
OO,IAH,PNS,12,34
OO,IAH,PNS,14,43
OO,IAH,PSP,9,29
OO,IAH,PSP,18,24
OO,IAH,RIC,12,36
OO,IAH,SAT,12,12
OO,IAH,SAT,16,51
OO,IAH,SAT,22,101
OO,IAH,SGF,11,69
OO,IAH,SGF,12,61
OO,IAH,SGF,19,15
OO,IAH,SGF,20,113
OO,IAH,SHV,10,16
OO,IAH,SLC,9,53
OO,IAH,SLC,12,52
OO,IAH,SLC,16,61
OO,IAH,STL,8,20
OO,IAH,STL,18,42
OO,IAH,TUL,14,15
OO,IAH,TUL,19,64
OO,IAH,TUL,22,62
OO,IAH,TUS,9,88
OO,IAH,TUS,19,92
OO,IAH,TUS,20,103
OO,IAH,VCT,14,263
OO,IAH,VCT,20,130
OO,IAH,VCT,21,227
OO,IAH,XNA,9,35
OO,IAH,XNA,14,38
OO,IAH,XNA,18,52
OO,IAH,XNA,19,23
OO,IAH,XNA,20,54
OO,ICT,DEN,6,269
OO,ICT,DEN,11,28
OO,ICT,DEN,12,190
OO,ICT,DEN,13,53
OO,ICT,DEN,17,259
OO,ICT,DFW,9,46
OO,ICT,DFW,10,103
OO,ICT,DFW,12,10
OO,ICT,DFW,16,213
OO,ICT,IAH,6,112
OO,ICT,IAH,9,39
OO,ICT,IAH,11,322
OO,ICT,IAH,15,34
OO,ICT,IAH,17,42
OO,ICT,MSP,7,336
OO,ICT,ORD,5,50
OO,ICT,ORD,7,148
OO,ICT,ORD,10,157
OO,ICT,ORD,13,15
OO,ICT,ORD,14,343
OO,ICT,ORD,15,25
OO,ICT,PHX,5,30
OO,ICT,PHX,6,271
OO,ICT,PHX,8,59
OO,IDA,DEN,7,280
OO,IDA,DEN,10,212
OO,IDA,DEN,13,13
OO,IDA,DEN,14,270
OO,IDA,DEN,17,290
OO,IDA,DEN,18,47
OO,IDA,DFW,5,29
OO,IDA,DFW,6,176
OO,IDA,DFW,7,58
OO,IDA,DFW,13,277
OO,IDA,PHX,5,53
OO,IDA,PHX,12,156
OO,IDA,SLC,6,274
OO,IDA,SLC,13,366
OO,IDA,SLC,18,183
OO,IDA,SLC,19,126
OO,ILM,ORD,15,24
OO,IMT,DTW,6,58
OO,IMT,DTW,10,32
OO,IMT,DTW,12,58
OO,IMT,DTW,14,217
OO,IMT,MSP,6,151
OO,IMT,MSP,7,123
OO,IMT,MSP,9,24
OO,IMT,MSP,12,50
OO,IND,DTW,10,113
OO,IND,DTW,12,10
OO,IND,DTW,13,10
OO,IND,DTW,14,108
OO,IND,DTW,15,38
OO,IND,DTW,17,53
OO,IND,DTW,18,30
OO,IND,DTW,19,114
OO,IND,IAH,11,57
OO,IND,IAH,12,32
OO,IND,IAH,19,19
OO,IND,LGA,14,24
OO,IND,MSP,12,55
OO,IND,MSP,16,33
OO,IND,MSP,19,28
OO,IND,ORD,7,10
OO,IND,ORD,12,20
OO,IND,ORD,13,187
OO,IND,ORD,15,57
OO,IND,ORD,16,44
OO,IND,ORD,18,58
OO,IND,ORD,19,26
OO,INL,MSP,10,197
OO,INL,MSP,11,90
OO,INL,MSP,12,22
OO,INL,MSP,14,39
OO,INL,MSP,15,68
OO,INL,MSP,17,129
OO,INL,MSP,18,91
OO,JAC,DEN,10,232
OO,JAC,DEN,16,192
OO,JAC,DEN,17,69
OO,JAC,LAX,12,86
OO,JAC,LAX,13,171
OO,JAC,LAX,14,87
OO,JAC,LAX,15,13
OO,JAC,SAN,11,10
OO,JAC,SAN,12,11
OO,JAC,SEA,11,142
OO,JAC,SFO,12,69
OO,JAN,DFW,5,78
OO,JAN,DFW,6,32
OO,JAN,DFW,7,60
OO,JAN,DFW,12,114
OO,JAN,DFW,16,34
OO,JAN,DFW,17,33
OO,JAN,DFW,18,28
OO,JAN,DFW,19,57
OO,JAX,IAH,17,18
OO,JAX,ORD,6,14
OO,JAX,ORD,11,122
OO,JFK,BNA,8,109
OO,JFK,BNA,9,156
OO,JFK,BNA,12,11
OO,JFK,BNA,14,62
OO,JFK,BNA,15,65
OO,JFK,BNA,16,30
OO,JFK,BNA,18,103
OO,JFK,BNA,19,149
OO,JFK,BUF,22,47
OO,JFK,CLE,18,57
OO,JFK,CLE,21,147
OO,JFK,IAD,11,255
OO,JFK,IAD,15,211
OO,JFK,IAD,16,36
OO,JFK,MKE,12,187
OO,JFK,MKE,17,185
OO,JFK,MKE,18,11
OO,JFK,MSP,12,45
OO,JFK,ORD,8,58
OO,JFK,ORD,11,274
OO,JFK,ORD,12,68
OO,JFK,ORD,15,50
OO,JFK,ORD,16,68
OO,JFK,ORD,18,148
OO,JFK,ORD,19,193
OO,JFK,RDU,11,11
OO,JFK,SYR,22,57
OO,JLN,DEC,7,147
OO,JLN,DEN,17,17
OO,JLN,DEN,18,232
OO,JLN,ORD,6,110
OO,JLN,ORD,7,99
OO,JMS,DEN,13,267
OO,JMS,DVL,16,36
OO,JMS,DVL,17,272
OO,JST,IAD,6,19
OO,JST,IAD,10,334
OO,JST,ORD,14,356
OO,KTN,SEA,13,92
OO,LAN,DTW,5,317
OO,LAN,DTW,6,32
OO,LAN,DTW,11,50
OO,LAN,DTW,12,112
OO,LAN,DTW,13,91
OO,LAN,DTW,14,28
OO,LAN,DTW,18,217
OO,LAR,DEN,10,257
OO,LAR,DEN,18,347
OO,LAS,BOI,17,12
OO,LAS,BOI,19,70
OO,LAS,LAX,6,54
OO,LAS,LAX,7,69
OO,LAS,LAX,12,39
OO,LAS,LAX,16,14
OO,LAS,LAX,18,80
OO,LAS,PDX,7,27
OO,LAS,PDX,16,15
OO,LAS,PDX,17,21
OO,LAS,PDX,19,40
OO,LAS,PDX,20,10
OO,LAS,SAN,7,83
OO,LAS,SAN,8,175
OO,LAS,SAN,9,188
OO,LAS,SAN,10,48
OO,LAS,SAN,17,333
OO,LAS,SAN,19,52
OO,LAS,SBP,13,15
OO,LAS,SBP,18,36
OO,LAS,SBP,19,111
OO,LAS,SEA,21,14
OO,LAS,SFO,9,48
OO,LAS,SFO,10,38
OO,LAS,SFO,11,37
OO,LAS,SFO,12,27
OO,LAS,SFO,17,42
OO,LAS,SMF,12,184
OO,LAS,SMF,13,177
OO,LAS,STS,13,10
OO,LAS,STS,14,13
OO,LAS,STS,17,15
OO,LAW,DFW,5,268
OO,LAW,DFW,6,32
OO,LAW,DFW,10,347
OO,LAW,DFW,18,255
OO,LAX,ABQ,8,428
OO,LAX,ABQ,9,181
OO,LAX,ABQ,10,11
OO,LAX,ABQ,13,96
OO,LAX,ABQ,14,339
OO,LAX,ABQ,15,95
OO,LAX,ABQ,17,48
OO,LAX,ABQ,18,47
OO,LAX,ABQ,19,433
OO,LAX,ABQ,20,80
OO,LAX,ABQ,21,85
OO,LAX,ACV,12,101
OO,LAX,ACV,13,170
