Origin,Dest,typical_distance,typical_hour
ABE,ATL,692,12
ABE,BNA,685,12
ABE,CLT,481,11
ABE,DEN,1539,9
ABE,FLL,1041,10
ABE,MCO,906,8
ABE,MLB,914,8
ABE,MYR,518,12
ABE,ORD,655,6
ABE,PGD,1018,13
ABE,PIE,970,9
ABE,SFB,882,12
ABE,SRQ,1000,10
ABI,DFW,158,10
ABQ,ATL,1269,11
ABQ,AUS,619,10
ABQ,BUR,672,14
ABQ,BWI,1670,14
ABQ,DAL,580,12
ABQ,DEN,349,13
ABQ,DFW,569,10
ABQ,HOU,759,11
ABQ,IAH,744,8
ABQ,JFK,1826,23
ABQ,LAS,486,13
ABQ,LAX,677,12
ABQ,LGB,664,12
ABQ,MCI,718,13
ABQ,MCO,1553,13
ABQ,MDW,1121,8
ABQ,MSP,981,7
ABQ,OAK,889,6
ABQ,ORD,1118,12
ABQ,PDX,1111,18
ABQ,PHX,328,12
ABQ,SAN,628,12
ABQ,SAT,609,12
ABQ,SEA,1180,16
ABQ,SFO,896,7
ABQ,SLC,493,12
ABR,MSP,257,11
ABY,ATL,145,12
ACK,BOS,91,14
ACK,CLT,723,12
ACK,DCA,405,12
ACK,HPN,191,18
ACK,JFK,199,14
ACK,LGA,202,13
ACK,ORD,924,15
ACK,PHL,289,16
ACT,DFW,89,10
ACV,DEN,1026,12
ACV,LAX,577,15
ACV,SFO,250,14
ACY,FLL,977,12
ACY,MCO,852,12
ACY,MYR,466,16
ACY,PBI,936,9
ACY,RSW,982,7
ACY,TPA,913,13
ADK,ANC,1192,14
ADQ,ANC,253,9
AEX,ATL,500,11
AEX,DFW,285,10
AGS,ATL,143,11
AGS,AUS,949,13
AGS,BOS,861,13
AGS,CLT,140,11
AGS,DCA,468,6
AGS,DFW,874,16
AGS,DTW,615,12
AGS,JFK,675,16
AGS,LGA,678,11
AGS,MCO,343,14
AGS,MIA,531,11
AGS,ORD,677,14
AGS,PBI,474,10
AGS,PHL,583,18
AGS,PHX,1731,12
AKN,ANC,288,17
ALB,ATL,853,12
ALB,BNA,825,11
ALB,BWI,289,12
ALB,CLT,646,11
ALB,DCA,318,12
ALB,DEN,1610,14
ALB,DFW,1435,6
ALB,DTW,489,12
ALB,EWR,143,6
ALB,FLL,1204,7
ALB,LAS,2237,13
ALB,LGA,136,7
ALB,MCO,1073,14
ALB,MDW,717,13
ALB,MIA,1225,7
ALB,MYR,685,16
ALB,ORD,723,11
ALB,PGD,1185,18
ALB,PIE,1138,18
ALB,RSW,1205,11
ALB,SFB,1049,10
ALB,TPA,1130,14
ALW,SEA,213,13
AMA,AUS,418,14
AMA,DAL,323,11
AMA,DEN,359,9
AMA,DFW,312,12
AMA,HOU,537,15
AMA,IAH,517,12
AMA,LAS,758,16
ANC,ADK,1192,11
ANC,ADQ,253,13
ANC,AKN,288,14
ANC,ATL,3417,20
ANC,BET,399,10
ANC,BRW,725,14
ANC,CDV,160,13
ANC,DEN,2405,23
ANC,DFW,3043,20
ANC,DLG,329,9
ANC,DTW,2986,23
ANC,EWR,3370,20
ANC,FAI,261,19
ANC,HNL,2777,17
ANC,IAD,3356,20
ANC,IAH,3266,22
ANC,JFK,3386,20
ANC,JNU,571,10
ANC,KOA,2874,16
ANC,LAS,2304,23
ANC,LAX,2345,0
ANC,MSP,2519,21
ANC,OGG,2797,15
ANC,OME,539,15
ANC,ORD,2846,21
ANC,OTZ,548,9
ANC,PDX,1542,1
ANC,PHX,2552,23
ANC,SAN,2452,15
ANC,SCC,626,5
ANC,SEA,1448,8
ANC,SFO,2018,16
ANC,SLC,2125,23
APN,DTW,198,15
ASE,ATL,1304,13
ASE,AUS,812,12
ASE,DEN,125,13
ASE,DFW,701,12
ASE,IAH,913,13
ASE,LAX,737,12
ASE,ORD,1013,12
ASE,PHX,491,12
ASE,SFO,848,10
ATL,ABE,692,15
ATL,ABQ,1269,14
ATL,ABY,145,15
ATL,AEX,500,15
ATL,AGS,143,14
ATL,ALB,853,15
ATL,ANC,3417,15
ATL,ASE,1304,10
ATL,ATW,765,21
ATL,AUS,813,14
ATL,AVL,164,14
ATL,BDL,859,14
ATL,BHM,134,16
ATL,BMI,533,14
ATL,BNA,214,15
ATL,BOI,1838,11
ATL,BOS,946,14
ATL,BQK,238,16
ATL,BTR,448,15
ATL,BTV,961,21
ATL,BUF,712,15
ATL,BUR,1941,10
ATL,BWI,577,14
ATL,BZN,1640,11
ATL,CAE,192,15
ATL,CHA,106,15
ATL,CHO,457,15
ATL,CHS,259,15
ATL,CID,694,20
ATL,CLE,554,14
ATL,CLT,226,15
ATL,CMH,447,15
ATL,COS,1184,19
ATL,CRW,363,15
ATL,CSG,83,16
ATL,CVG,373,14
ATL,DAB,366,14
ATL,DAL,721,14
ATL,DAY,432,14
ATL,DCA,547,15
ATL,DEN,1199,13
ATL,DFW,731,14
ATL,DHN,170,15
ATL,DSM,743,16
ATL,DTW,594,15
ATL,ECP,240,15
ATL,EGE,1312,11
ATL,ELP,1282,11
ATL,EVV,350,16
ATL,EWR,746,13
ATL,EYW,646,13
ATL,FAT,1997,19
ATL,FAY,331,16
ATL,FLL,581,14
ATL,FSD,954,21
ATL,FWA,508,15
ATL,GEG,1969,11
ATL,GNV,300,15
ATL,GPT,352,15
ATL,GRB,774,21
ATL,GRR,640,13
ATL,GSO,306,15
ATL,GSP,153,15
ATL,GTR,241,13
ATL,HDN,1340,11
ATL,HHH,238,14
ATL,HNL,4502,10
ATL,HOU,696,14
ATL,HPN,780,13
ATL,HSV,151,16
ATL,IAD,534,14
ATL,IAH,689,13
ATL,ICT,782,15
ATL,ILM,377,15
ATL,IND,432,14
ATL,ISP,795,15
ATL,JAC,1572,18
ATL,JAN,341,14
ATL,JAX,270,16
ATL,JFK,760,12
ATL,LAS,1747,14
ATL,LAX,1947,15
ATL,LEX,304,15
ATL,LFT,503,15
ATL,LGA,762,12
ATL,LIT,453,14
ATL,MCI,692,14
ATL,MCO,404,14
ATL,MDT,620,15
ATL,MDW,591,14
ATL,MEM,332,15
ATL,MGM,147,14
ATL,MIA,594,13
ATL,MKE,669,14
ATL,MLB,442,14
ATL,MLI,633,15
ATL,MLU,448,16
ATL,MOB,302,16
ATL,MSN,707,15
ATL,MSP,907,12
ATL,MSY,425,15
ATL,MTJ,1352,11
ATL,MYR,317,14
ATL,OAJ,399,16
ATL,OAK,2130,19
ATL,OGG,4431,12
ATL,OKC,761,16
ATL,OMA,821,15
ATL,ONT,1900,18
ATL,ORD,606,13
ATL,ORF,516,15
ATL,PBI,545,15
ATL,PDX,2172,16
ATL,PHL,666,13
ATL,PHX,1587,13
ATL,PIT,526,15
ATL,PNS,271,15
ATL,PSP,1840,9
ATL,PVD,903,15
ATL,PWM,1027,19
ATL,RDU,356,14
ATL,RIC,481,15
ATL,RNO,1993,19
ATL,ROA,357,16
ATL,ROC,749,15
ATL,RSW,515,14
ATL,SAN,1892,14
ATL,SAT,874,14
ATL,SAV,214,15
ATL,SBA,2023,19
ATL,SBN,566,15
ATL,SDF,321,15
ATL,SEA,2182,14
ATL,SFO,2139,16
ATL,SGF,563,15
ATL,SHV,551,16
ATL,SJC,2116,17
ATL,SJU,1547,12
ATL,SLC,1590,15
ATL,SMF,2092,16
ATL,SNA,1919,16
ATL,SRQ,444,14
ATL,STL,484,14
ATL,STT,1599,10
ATL,STX,1638,9
ATL,SYR,794,15
ATL,TLH,223,15
ATL,TPA,406,14
ATL,TRI,227,13
ATL,TTN,701,9
ATL,TUL,674,14
ATL,TUS,1541,13
ATL,TVC,769,11
ATL,TYS,152,16
ATL,VLD,208,15
ATL,VPS,250,14
ATL,XNA,589,14
ATW,ATL,765,5
ATW,AZA,1452,9
ATW,BNA,570,16
ATW,CLT,742,5
ATW,DEN,883,8
ATW,DFW,908,6
ATW,DTW,296,11
ATW,EWR,772,7
ATW,FLL,1338,8
ATW,JAX,1020,7
ATW,LAS,1510,10
ATW,LAX,1744,14
ATW,MSP,236,12
ATW,ORD,160,13
ATW,PDX,1662,13
ATW,PGD,1250,10
ATW,PIE,1173,10
ATW,SAV,926,15
ATW,SFB,1141,8
ATW,SRQ,1209,9
AUS,ABQ,619,12
AUS,AGS,949,9
AUS,AMA,418,14
AUS,ASE,812,9
AUS,ATL,813,12
AUS,AVL,950,8
AUS,BNA,756,13
AUS,BOS,1698,15
AUS,BUR,1241,16
AUS,BWI,1342,12
AUS,BZN,1299,7
AUS,CHS,1055,14
AUS,CLE,1174,19
AUS,CLT,1032,11
AUS,CMH,1073,14
AUS,CVG,958,11
AUS,DAL,189,13
AUS,DCA,1315,12
AUS,DEN,775,12
AUS,DFW,190,12
AUS,DSM,813,15
AUS,DTW,1149,11
AUS,ECP,710,14
AUS,EGE,836,8
AUS,ELP,528,15
AUS,EUG,1694,8
AUS,EWR,1504,11
AUS,FLL,1105,14
AUS,FSD,925,8
AUS,GNV,924,9
AUS,GRR,1103,11
AUS,GSP,957,9
AUS,HNL,3764,10
AUS,HOU,148,13
AUS,HRL,273,11
AUS,IAD,1297,12
AUS,IAH,140,14
AUS,IND,919,15
AUS,JAX,954,15
AUS,JFK,1521,12
AUS,LAS,1090,15
AUS,LAX,1242,14
AUS,LBB,341,19
AUS,LEX,922,12
AUS,LGB,1226,14
AUS,MAF,294,14
AUS,MCI,650,14
AUS,MCO,994,11
AUS,MDW,972,13
AUS,MEM,559,19
AUS,MFE,279,15
AUS,MIA,1103,11
AUS,MSN,1004,10
AUS,MSP,1042,12
AUS,MSY,444,14
AUS,MTJ,818,10
AUS,OAK,1497,16
AUS,OKC,358,13
AUS,OMA,772,11
AUS,ONT,1196,16
AUS,ORD,977,12
AUS,PDX,1715,19
AUS,PHL,1430,13
AUS,PHX,872,13
AUS,PIT,1210,15
AUS,PNS,626,15
AUS,PSP,1132,12
AUS,PVU,1051,15
AUS,RDU,1162,15
AUS,RNO,1405,10
AUS,RSW,1001,14
AUS,SAN,1164,14
AUS,SDF,876,7
AUS,SEA,1770,13
AUS,SFB,994,7
AUS,SFO,1504,14
AUS,SJC,1476,15
AUS,SJU,2146,9
AUS,SLC,1086,12
AUS,SMF,1481,15
AUS,SNA,1209,12
AUS,SRQ,936,15
AUS,STL,721,12
AUS,TPA,928,14
AUS,TUL,426,15
AUS,TYS,882,13
AUS,VPS,666,14
AUS,XNA,462,13
AVL,ATL,164,12
AVL,AUS,950,12
AVL,BOS,783,7
AVL,BWI,414,16
AVL,CLT,91,12
AVL,DCA,384,15
AVL,DEN,1248,16
AVL,DFW,848,16
AVL,EWR,583,12
AVL,EYW,751,12
AVL,FLL,661,13
AVL,HOU,843,12
AVL,LAS,1824,8
AVL,LGA,599,13
AVL,MCO,488,13
AVL,MDW,521,13
AVL,MIA,677,16
AVL,MSP,861,19
AVL,ORD,536,11
AVL,PBI,620,10
AVL,PGD,588,13
AVL,PHL,504,6
AVL,PHX,1683,8
AVL,PIE,519,15
AVL,SFB,465,13
AVL,SRQ,554,15
AVL,USA,103,13
AVL,VPS,412,19
AVP,CLT,509,11
AVP,ORD,632,8
AZA,ATW,1452,12
AZA,BIL,878,11
AZA,BIS,1092,12
AZA,BLI,1208,12
AZA,BOI,749,10
AZA,BZN,861,14
AZA,CID,1240,8
AZA,CVG,1553,12
AZA,DSM,1138,16
AZA,EUG,971,8
AZA,FAR,1220,11
AZA,FCA,1044,15
AZA,FNT,1650,10
AZA,FSD,1072,10
AZA,FWA,1546,7
AZA,GEG,1034,14
AZA,GFK,1260,8
AZA,GRI,905,15
AZA,GRR,1561,11
AZA,GTF,978,15
AZA,HOU,998,8
AZA,ICT,855,9
AZA,IDA,704,12
AZA,LAS,276,19
AZA,MFR,875,12
AZA,MLI,1288,9
AZA,MOT,1164,14
AZA,MSO,948,14
AZA,MSP,1267,15
AZA,OMA,1026,8
AZA,PDX,1028,14
AZA,PIA,1312,7
AZA,PSC,977,14
AZA,PVU,477,17
AZA,RAP,873,12
AZA,RFD,1373,9
AZA,SBN,1501,7
AZA,SGF,1066,8
AZA,STC,1259,7
AZA,TOL,1625,9
AZA,TVC,1599,14
AZA,XNA,1006,15
AZO,DTW,113,12
BDL,ATL,859,11
BDL,BNA,852,14
BDL,BWI,283,11
BDL,CLT,644,10
BDL,DCA,313,12
BDL,DEN,1671,9
BDL,DFW,1471,6
BDL,DTW,549,12
BDL,FLL,1173,6
BDL,IAD,325,6
BDL,LAX,2527,18
BDL,LGA,101,6
BDL,MCO,1050,12
BDL,MDW,776,12
BDL,MIA,1194,6
BDL,MSP,1050,11
BDL,MYR,664,14
BDL,ORD,783,12
BDL,PBI,1133,11
BDL,PHL,196,8
BDL,RDU,532,19
BDL,RSW,1180,10
BDL,SJU,1666,19
BDL,TPA,1111,14
BET,ANC,399,12
BFF,DEN,150,18
BFL,DEN,845,8
BFL,DFW,1271,6
BFL,PHX,425,12
BFL,SFO,238,12
BGM,DTW,378,7
BGM,LGA,147,7
BGR,CLT,921,15
BGR,DCA,590,12
BGR,EWR,393,11
BGR,FLL,1438,18
BGR,JFK,382,7
BGR,LGA,378,12
BGR,ORD,978,16
BGR,PGD,1433,11
BGR,PHL,473,13
BGR,PIE,1394,18
BGR,SFB,1299,11
BHM,ATL,134,10
BHM,BNA,177,12
BHM,BWI,682,16
BHM,CLT,350,13
BHM,DAL,587,11
BHM,DCA,653,10
BHM,DEN,1083,9
BHM,DFW,597,12
BHM,DTW,625,15
BHM,FLL,650,15
BHM,HOU,570,13
BHM,IAH,562,9
BHM,LAS,1618,12
BHM,LGA,866,11
BHM,MCO,479,12
BHM,MDW,570,8
BHM,MIA,661,6
BHM,MKE,650,12
BHM,MSN,675,14
BHM,OKC,632,14
BHM,ORD,584,10
BHM,PHL,772,12
BHM,PHX,1455,15
BHM,TPA,459,11
BIH,DEN,760,13
BIH,SFO,221,15
BIL,AZA,878,15
BIL,DEN,455,10
BIL,DFW,1081,13
BIL,LAS,754,17
BIL,LAX,970,10
BIL,MSP,748,6
BIL,ORD,1060,12
BIL,PHX,873,5
BIL,SLC,387,11
BIS,AZA,1092,18
BIS,DEN,516,13
BIS,DFW,977,14
BIS,LAS,1048,12
BIS,MSP,386,11
BIS,PIE,1629,11
BIS,SFB,1628,14
BJI,MSP,199,12
BLI,AZA,1208,8
BLI,DEN,1075,11
BLI,LAS,954,10
BLI,LAX,1047,14
BLI,OAK,764,12
BLI,PSP,1078,12
BLI,SAN,1142,6
BLI,SEA,93,13
BLV,FLL,1028,18
BLV,JAX,723,17
BLV,LAS,1400,12
BLV,MYR,696,11
BLV,PGD,921,13
BLV,PIE,841,10
BLV,SAV,658,9
BLV,SFB,835,17
BLV,SRQ,876,10
BLV,TYS,373,15
BLV,VPS,587,16
BMI,ATL,533,6
BMI,DEN,834,17
BMI,DFW,690,7
BMI,PIE,936,9
BMI,SFB,917,9
BNA,ABE,685,9
BNA,ALB,825,7
BNA,ATL,214,11
BNA,ATW,570,18
BNA,AUS,756,12
BNA,BDL,852,12
BNA,BHM,177,13
BNA,BOS,942,13
BNA,BUF,633,13
BNA,BUR,1791,14
BNA,BWI,587,13
BNA,BZN,1435,8
BNA,CAK,435,18
BNA,CHS,439,15
BNA,CID,481,18
BNA,CLE,448,15
BNA,CLT,328,12
BNA,CMH,337,14
BNA,CVG,230,13
BNA,DAL,623,13
BNA,DCA,562,13
BNA,DEN,1014,14
BNA,DFW,631,11
BNA,DSM,530,15
BNA,DTW,456,12
BNA,ECP,401,13
BNA,EWR,748,14
BNA,EYW,849,10
BNA,FAR,910,8
BNA,FLL,793,12
BNA,FNT,497,17
BNA,FSD,741,11
BNA,GRR,470,14
BNA,GSP,265,15
BNA,HDN,1153,8
BNA,HOU,670,14
BNA,IAD,542,13
BNA,IAH,657,11
BNA,JAX,483,15
BNA,JFK,765,11
BNA,LAS,1587,13
BNA,LAX,1797,12
BNA,LGA,764,12
BNA,LGB,1785,13
BNA,MCI,491,14
BNA,MCO,616,13
BNA,MDT,608,13
BNA,MDW,395,13
BNA,MIA,806,11
BNA,MKE,475,13
BNA,MLB,656,12
BNA,MSP,695,12
BNA,MSY,471,14
BNA,MYR,471,11
BNA,OAK,1959,15
BNA,OKC,616,14
BNA,OMA,612,13
BNA,ONT,1751,13
BNA,ORD,409,11
BNA,ORF,585,13
BNA,PDX,1973,18
BNA,PGD,692,12
BNA,PHL,675,14
BNA,PHX,1449,14
BNA,PIA,353,7
BNA,PIE,612,13
BNA,PIT,462,15
BNA,PNS,391,13
BNA,PVD,906,7
BNA,PVU,1388,14
BNA,PWM,1010,11
BNA,RDU,442,15
BNA,RFD,438,8
BNA,RIC,527,13
BNA,RSW,722,14
BNA,SAN,1751,13
BNA,SAT,822,14
BNA,SAV,417,12
BNA,SEA,1978,7
BNA,SFB,598,14
BNA,SFO,1969,18
BNA,SJC,1947,15
BNA,SJU,1753,8
BNA,SLC,1404,13
BNA,SMF,1917,14
BNA,SNA,1772,17
BNA,SRQ,648,12
BNA,STL,272,13
BNA,SYR,741,13
BNA,TPA,612,13
BNA,VPS,389,14
BNA,XNA,426,13
BOI,ATL,1838,14
BOI,AZA,749,14
BOI,BUR,656,13
BOI,DAL,1282,14
BOI,DEN,649,11
BOI,DFW,1272,11
BOI,GEG,287,13
BOI,LAS,519,13
BOI,LAX,674,8
BOI,LGB,680,16
BOI,MSP,1142,10
BOI,OAK,512,7
BOI,ORD,1437,12
BOI,PDX,344,13
BOI,PHX,735,13
BOI,PSP,672,12
BOI,SAN,749,10
BOI,SEA,399,11
BOI,SFO,522,9
BOI,SJC,523,12
BOI,SLC,290,13
BOI,SMF,437,16
BOI,SNA,688,14
BOS,ACK,91,12
BOS,AGS,861,10
BOS,ATL,946,12
BOS,AUS,1698,8
BOS,AVL,783,9
BOS,BNA,942,14
BOS,BUF,395,14
BOS,BWI,369,12
BOS,BZN,1991,9
BOS,CHS,818,11
BOS,CLE,563,14
BOS,CLT,728,11
BOS,CMH,640,11
BOS,CVG,752,11
BOS,DAL,1554,13
BOS,DCA,399,13
BOS,DEN,1754,11
BOS,DFW,1562,12
BOS,DTW,632,13
BOS,ECP,1165,9
BOS,EWR,200,12
BOS,EYW,1373,8
BOS,FLL,1237,12
BOS,GRR,740,10
BOS,HDN,1871,9
BOS,HHH,878,12
BOS,HNL,5095,8
BOS,IAD,413,9
BOS,IAH,1597,13
BOS,ILM,672,10
BOS,IND,818,12
BOS,JAX,1010,10
BOS,JFK,187,11
BOS,LAS,2381,9
BOS,LAX,2611,11
BOS,LGA,184,13
BOS,MCI,1256,9
BOS,MCO,1121,13
BOS,MDW,861,12
BOS,MEM,1139,19
BOS,MIA,1258,9
BOS,MKE,860,10
BOS,MSN,932,20
BOS,MSP,1124,13
BOS,MSY,1368,8
BOS,MVY,70,14
BOS,MYR,738,11
BOS,ORD,867,12
BOS,ORF,468,10
BOS,PBI,1197,14
BOS,PDX,2537,19
BOS,PHL,280,11
BOS,PHX,2300,13
BOS,PIT,496,14
BOS,PQI,333,20
BOS,RDU,612,13
BOS,RIC,474,15
BOS,RSW,1249,12
BOS,SAN,2588,16
BOS,SAT,1764,10
BOS,SAV,901,9
BOS,SBN,788,14
BOS,SDF,829,12
BOS,SEA,2496,11
BOS,SFO,2704,12
BOS,SJC,2689,16
BOS,SJU,1674,12
BOS,SLC,2105,16
BOS,SMF,2636,17
BOS,SRQ,1220,8
BOS,STL,1047,11
BOS,STT,1693,7
BOS,SYR,265,20
BOS,TPA,1185,13
BOS,TVC,749,11
BOS,TYS,830,11
BOS,VPS,1187,12
BPT,DFW,270,6
BQK,ATL,238,11
BQN,EWR,1585,0
BQN,FLL,982,13
BQN,JFK,1576,6
BQN,MCO,1129,7
BQN,TPA,1175,19
BRD,MSP,114,13
BRO,DFW,482,12
BRO,IAH,308,12
BRW,ANC,725,17
BTM,SLC,358,13
BTR,ATL,448,12
BTR,CLT,675,10
BTR,DCA,985,7
BTR,DFW,383,12
BTR,IAH,253,14
BTR,LAS,1436,12
BTR,OKC,502,13
BTV,ATL,961,6
BTV,CLT,761,10
BTV,DCA,437,12
BTV,DEN,1639,15
BTV,DFW,1510,16
BTV,DTW,537,16
BTV,EWR,266,10
BTV,IAD,441,10
BTV,JFK,266,11
BTV,LGA,258,11
BTV,MCO,1194,11
BTV,MSP,987,11
BTV,ORD,763,7
BTV,PHL,335,12
BTV,SFB,1170,10
BTV,TPA,1250,18
BUF,ATL,712,12
BUF,BNA,633,12
BUF,BOS,395,10
BUF,BWI,281,11
BUF,CLT,546,11
BUF,DAL,1206,15
BUF,DCA,296,12
BUF,DEN,1359,11
BUF,DFW,1212,6
BUF,DTW,241,11
BUF,EWR,282,11
BUF,FLL,1166,10
BUF,HOU,1297,12
BUF,IAD,283,6
BUF,IND,452,13
BUF,JFK,301,11
BUF,LAS,1986,14
BUF,LAX,2218,18
BUF,LGA,292,11
BUF,MCI,870,10
BUF,MCO,1011,11
BUF,MDW,468,14
BUF,MIA,1185,5
BUF,MSP,735,19
BUF,ORD,474,11
BUF,PBI,1123,14
BUF,PHL,279,10
BUF,PHX,1912,15
BUF,RDU,487,17
BUF,RSW,1144,12
BUF,SEA,2122,10
BUF,SRQ,1093,13
BUF,TPA,1053,15
BUR,ABQ,672,11
BUR,ATL,1941,10
BUR,AUS,1241,9
BUR,BNA,1791,8
BUR,BOI,656,14
BUR,DAL,1243,13
BUR,DEN,850,10
BUR,DFW,1231,7
BUR,EUG,732,13
BUR,HOU,1389,12
BUR,JFK,2465,21
BUR,LAS,223,14
BUR,MCI,1354,12
BUR,MDW,1740,9
BUR,MSY,1668,13
BUR,OAK,325,13
BUR,PDX,817,12
BUR,PHX,369,14
BUR,RNO,374,15
BUR,SAT,1211,13
BUR,SEA,937,13
BUR,SFO,326,13
BUR,SJC,296,14
BUR,SLC,574,13
BUR,SMF,358,13
BUR,STL,1583,11
BUR,STS,387,15
BWI,ABQ,1670,12
BWI,ALB,289,15
BWI,ATL,577,12
BWI,AUS,1342,13
BWI,AVL,414,20
BWI,BDL,283,15
BWI,BHM,682,13
BWI,BNA,587,13
BWI,BOS,369,14
BWI,BUF,281,15
BWI,CHS,472,15
BWI,CLE,314,16
BWI,CLT,361,13
BWI,CMH,337,15
BWI,COS,1503,13
BWI,CVG,430,14
BWI,DAL,1209,13
BWI,DEN,1491,12
BWI,DFW,1217,15
BWI,DTW,409,12
BWI,ECP,798,8
BWI,FLL,925,12
BWI,GRR,528,12
BWI,GSP,426,14
BWI,HOU,1246,13
BWI,IAH,1235,11
BWI,IND,516,15
BWI,ISP,220,15
BWI,JAN,888,17
BWI,JAX,663,14
BWI,JFK,184,6
BWI,LAS,2106,13
BWI,LAX,2329,15
BWI,MCI,967,14
BWI,MCO,787,12
BWI,MDW,611,15
BWI,MEM,787,9
BWI,MHT,377,15
BWI,MIA,946,13
BWI,MKE,641,15
BWI,MSP,936,11
BWI,MSY,998,14
BWI,MYR,399,14
BWI,OAK,2447,15
BWI,ORD,622,11
BWI,ORF,159,15
BWI,PBI,883,14
BWI,PDX,2358,10
BWI,PGD,899,14
BWI,PHX,1999,14
BWI,PIT,210,16
BWI,PVD,327,15
BWI,PWM,452,14
BWI,RDU,255,15
BWI,RIC,121,11
BWI,ROC,277,15
BWI,RSW,919,13
BWI,SAN,2295,11
BWI,SAT,1407,14
BWI,SAV,549,14
BWI,SDF,495,15
BWI,SEA,2335,18
BWI,SFO,2457,9
BWI,SJC,2439,7
BWI,SJU,1565,17
BWI,SLC,1865,8
BWI,SMF,2395,8
BWI,SRQ,880,14
BWI,STL,738,14
BWI,SYR,273,15
BWI,TPA,842,13
BWI,VPS,819,10
BZN,ATL,1640,14
BZN,AUS,1299,10
BZN,AZA,861,18
BZN,BNA,1435,12
BZN,BOS,1991,13
BZN,CLT,1736,12
BZN,DAL,1172,11
BZN,DEN,524,11
BZN,DFW,1163,13
BZN,EWR,1882,11
BZN,IAD,1773,10
BZN,IAH,1385,14
BZN,JFK,1902,14
BZN,LAS,701,14
BZN,LAX,902,15
BZN,MDW,1198,12
BZN,MSP,874,11
BZN,ORD,1185,12
BZN,PDX,554,17
BZN,SAN,956,13
BZN,SEA,543,16
BZN,SFO,807,15
BZN,SLC,347,13
CAE,ATL,192,11
CAE,CLT,88,11
CAE,DCA,408,10
CAE,DFW,922,7
CAE,LGA,617,15
CAE,MIA,563,6
CAE,OKC,943,16
CAE,ORD,666,6
CAK,BNA,435,22
CAK,CLT,394,8
CAK,DCA,274,6
CAK,FLL,1026,18
CAK,LAS,1846,8
CAK,MYR,518,11
CAK,ORD,343,14
CAK,PGD,965,12
CAK,PIE,899,10
CAK,SAV,606,17
CAK,SFB,837,15
CAK,SRQ,934,12
CDC,SLC,221,13
CDV,ANC,160,13
CDV,YAK,213,15
CHA,ATL,106,12
CHA,CLT,241,10
CHA,DCA,523,6
CHA,DFW,695,14
CHA,DTW,505,17
CHA,LAS,1682,14
CHA,LGA,734,7
CHA,MIA,701,6
CHA,ORD,501,12
CHA,PIE,513,15
CHA,SFB,490,18
CHO,ATL,457,12
CHO,CLT,245,9
CHO,LGA,305,12
CHO,ORD,566,10
CHS,ATL,259,12
CHS,AUS,1055,16
CHS,BNA,439,13
CHS,BOS,818,14
CHS,BWI,472,13
CHS,CLE,595,14
CHS,CLT,168,12
CHS,CVG,497,15
CHS,DAL,977,15
CHS,DCA,444,14
CHS,DEN,1449,16
CHS,DFW,987,14
CHS,DTW,667,13
CHS,EWR,628,11
CHS,FLL,470,12
CHS,HOU,928,14
CHS,HPN,663,13
CHS,IAD,441,14
CHS,IAH,925,16
CHS,IND,585,15
CHS,JFK,636,11
CHS,LAS,2005,17
CHS,LCK,503,18
CHS,LGA,641,14
CHS,MDW,745,14
CHS,MIA,489,7
CHS,MSP,1087,13
CHS,ORD,760,11
CHS,PHL,550,12
CHS,PIT,524,21
CHS,RSW,450,18
CHS,SEA,2415,18
CHS,STL,706,17
CHS,TPA,370,18
CID,ATL,694,6
CID,AZA,1240,13
CID,BNA,481,20
CID,CLT,742,7
CID,CMH,479,14
CID,DCA,801,10
CID,DEN,692,14
CID,DFW,685,13
CID,DTW,430,9
CID,FLL,1273,16
CID,LAS,1319,13
CID,LAX,1550,17
CID,MCO,1097,10
CID,MIA,1286,6
CID,MSP,220,12
CID,ORD,196,11
CID,PGD,1170,13
CID,PHX,1252,14
CID,PIE,1090,11
CID,SEA,1545,11
CID,SFB,1078,10
CID,SRQ,1125,12
CIU,DTW,284,12
CIU,MSP,435,7
CKB,MYR,394,17
CKB,PIE,798,9
CKB,SFB,727,16
CKB,VPS,705,21
CLE,ATL,554,12
CLE,AUS,1174,15
CLE,BNA,448,13
CLE,BOS,563,11
CLE,BWI,314,11
CLE,CHS,595,9
CLE,CLT,430,9
CLE,DCA,310,12
CLE,DEN,1201,11
CLE,DFW,1021,12
CLE,DTW,95,13
CLE,EWR,404,12
CLE,FLL,1062,8
CLE,IAD,288,6
CLE,IAH,1091,14
CLE,JAX,753,19
CLE,JFK,425,11
CLE,LAS,1824,14
CLE,LAX,2052,15
CLE,LGA,419,13
CLE,MCO,895,12
CLE,MDW,307,13
CLE,MIA,1080,6
CLE,MSP,622,12
CLE,MSY,917,19
CLE,MYR,557,16
CLE,ORD,316,11
CLE,PBI,1020,11
CLE,PHL,363,11
CLE,PHX,1737,13
CLE,PIT,106,16
CLE,PNS,811,15
CLE,RDU,416,9
CLE,RSW,1025,9
CLE,SAV,641,16
CLE,SEA,2021,18
CLE,SFO,2161,7
CLE,SJU,1839,11
CLE,SLC,1565,8
CLE,SRQ,967,14
CLE,STL,487,13
CLE,TPA,927,15
CLL,DCA,1235,14
CLL,DFW,164,10
CLL,ORD,915,14
CLT,ABE,481,17
CLT,ACK,723,10
CLT,AGS,140,18
CLT,ALB,646,14
CLT,ATL,226,14
CLT,ATW,742,20
